,Schulname,Region,Schultraeger,Schulart,Schulzweig,PLZ,Strasse,Telefon,Fax,ORTSTEIL,Bauten,Fremdsprachen,spez_Angebote,Ganztagsbetrieb,Schulleitung,eMail,Internet,ZweiterBildungsweg,Grundschulteil,GymnasialeOberstufe,Ausstattung,AGs,ausserschulischePartner,Differenzierung,Mittagessen,BemerkungenSchulzweig,Kooperationen,Leistungskurse,DualesLernen,Schuljahr
09K01,Merian-Schule (Integrierte Sekundarschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12555,Hoernlestr. 80,6571249,6571793,Köpenick,,"S1 Englisch/Französisch, S3 Englisch/Russisch","bilinguale Angebote Deutsch/Englisch, Ganztagsschule in teilgebundener Form, sportbetontes Profil",Teilgebundener Ganztagsbetrieb,Hr. Kaiser,hoernlestr@merian-schule-berlin.de,http://www.merian-schule-berlin.de,0,0,1,zwei Schulbibliotheken (eine pro Standort); Cafeteria; vier Computerräume (zwei pro Standort); Einsatz von Laptops; Holzwerkstatt; Lehrküche; Keramikatelier,zahlreiche Arbeitsgemeinschaften,"Partnerschule in Goussainville (Frankreich); Partnerschule in Lahti (Finnland); Partnerschule in Tarnow (Polen); Partnerschule in Aabenraa (Dänemark); KSV AJAX Neptun Berlin 1879 e.V. (Handball); 1. FC Union Berlin e.V. (Fußball); Berliner Basketball Club 90 Köpenick e.V.; Köpenicker Schwimmsportverein Neptun Berlin von 1889 e.V.; Tennisclub ""Orange-Weiß"" Friedrichshagen e.V.; Köpenicker Sport Club e.V. (Volleyball); Berliner Netzwerk für Ausbildung (bbw Akademie für betriebswirtschaftliche Weiterbildung GmbH); DB Netz AG; iNTEGRON Institut (Konzepte im Bereich Marketing und Tourismus); Polizeidirektion 6; IfT Institut für Talententwicklung GmbH; Wohnungsbaugenossenschaft Köpenick Nord eG; Stern- und Kreisschiffahrt GmbH Berlin; Bundesjugendoffiziere, Julius-Leber-Kaserne; welcome berlin tours GmbH; Pentahotel in der Grünauer Str. 1","Äußere Differenzierung in Deutsch, Mathematik, Biologie, Chemie und Physik der Jahrgangsstufen 9 - 10; Besondere Förderangebote: Fachverstärkung in Deutsch, Mathematik und Englisch",Mittagessenversorgung,kompetenzbetontes Schulprogramm;  Profilklassen für Sport und Englisch bilingual,"in Kooperation mit 09K03, 09K04, 09K05, 09K06, 09K08","Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Geschichte, Mathematik, Physik","Betriebserkundungen; Schnupperpraktika; Betriebspraktika; 

Bewerbungstraining; Berufswahlpass",2013/14
09K02,Anna-Seghers-Schule (Gemeinschaftsschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12489,Radickestr. 43,6774766,6774713,Adlershof,,"S1 Englisch/Französisch, S2 Englisch/Latein, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Russisch","Ganztagsschule in teilgebundener Form, Hochbegabtenförderung, Pilotphase der Gemeinschaftsschule, Profil Informationstechnik, sportbetontes Profil, sprachbetontes Profil",Teilgebundener Ganztagsbetrieb,Fr. Jurczyk,kontakt@anna-seghers-os.de,http://www.anna-seghers-os.de,0,1,1,Aula; Cafeteria; Computerräume; drei Turnhallen; Holz- und Metallwerkstatt; Lehrküche; Nähkabinett,"AG's für die Grundstufe: Karate; Naturwissenschaften; Judo; Hunde, Französisch; Musik; Holzarbeiten; Fußball",Partnerschule in Mainz; Studenten machen Schule; Berlin-Chemie AG; Berliner Sparkasse (Niederlassung der Landesbank Berlin AG); Auto Zellmann GmbH; HORNBACH Baumarkt AG Bohnsdorf/Schönefeld; LensWista AG (Kontaktlinsen); Blumenstudio und Team in der Ludwig-Renn-Str. 68 (Inhaber: Nikolaus Belser); F1 Fahrzeugtechnik UG & Co. KG in der Kaulsdorfer Str. 60; Orbitall-Raumfahrtzentrum im FEZ Berlin; Fröbel-Kindergarten am Campus Adlershof Hans-Schmidt-Straße 14; Kita in der Moissistraße 17 - 19; Evangelischer Kindergarten in der Pfingstberggasse 2,Innere Differenzierung,Mittagessenversorgung,,"in Kooperation mit 09K07, 09K09","Bildende Kunst/Kunst, Biologie, Deutsch, Englisch, Erdkunde, Geschichte, Informatik/Informationsverarbeitung, Mathematik",Betriebspraktika; Bewerbungstraining,2013/14
09K03,Fritz-Kühn-Schule (Integrierte Sekundarschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12526,Dahmestr. 45,6764243,6763958,Bohnsdorf,,"S1 Englisch/Französisch, S4 Englisch/Spanisch","berufsorientiertes Profil, umweltbetontes Profil",Teilgebundener Ganztagsbetrieb,Hr. Grammelsdorff,info@fritz-kuehn-schule.de,http://www.fritz-kuehn-schule.de,0,0,0,,"Tischtennis, Volleyball, Basketball, Informatik, Junge Historiker, Töpfern, Malen u. Zeichnen, Umwelt, Schach, Musik",Polizeiabschnitt 65; Gesellschaft für Sport und Jugendsozialarbeit gGmbH (GSJ); Flughafen Berlin Brandenburg International (BBI); Berliner Bäder-Betriebe AöR; Atelier/Schmiede für Stahl und Metallgestaltung Achim Kühn; TÜV Rheinland AG;,"Innere Differenzierung in Mathe, Englisch und Deutsch der Jahrgangsstufen 7 bis 13",Mittagessenversorgung,Verbindung Schule/Wirtschaft durch zahlreiche Kooperationen z.B. mit den BBB,in Kooperation mit 09B03,,Ausbildungsbörse; Betriebserkundungen; Betriebspraktikum; Bewerbungstraining; Praxislerngruppen,2013/14
09K04,Isaac-Newton-Schule (Integrierte Sekundarschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12459,Zeppelinstr. 76-80,5350708,5353694,Oberschöneweide,,"1. Fremdsprache Englisch, 2. Fremdsprache Französisch","kunstbetontes Profil, musikbetontes Profil, sprachbetontes Profil",Offener Ganztagsbetrieb,Hr. Bahrt,isaac-newton.cids@t-online.de,http://www.isaac-newton-schule.de,0,0,0,Einsatz von Smartboards und Beamern,"Ölmalerei, Keramik, Fußball, Volleyball, Musik,  Schülerfirma, Computer","Kita in der Griechischen Allee; TÜV Rheinland AG; Polizeidirektion 6, Abschnitt 66; Agentur für Arbeit Berlin Süd; Innung - Sanitär - Heizung - Klempner (SHK) Berlin; Kinderring Berlin e.V. (Kinder- und Jugendfreizeitarbeit); IpeA GmbH (digitale Bildtechnologie); Helmut Ziegner Berufsbildung gGmbH; Sportjugendclub ARENA e.V. Schöneweide","Innere Differenzierung in den Fächern Mathematik und Englisch der Jahrgangsstufe 7; Besondere Förderangebote: Förderunterricht in den Hauptfächern (Deutsch, Mathematik und Englisch), Lernwerkstatt",Mittagessenversorgung,Förderunterricht in den Hauptfächern und im Lernwerkstatt; Sprachreisen nach England,"in Kooperation mit 09B03, 09G07, 09G21, 09G22, 09K01",,"Betriebspraktika; Schüler-Azubi-Projekte; Betriebserkundungen; Bewerbungstraining; Schülerfirma ""Botanik""; Schnupperpraktika; Assessment-Center",2013/14
09K05,Wilhelm-Bölsche-Schule (Integrierte Sekundarschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12587,Aßmannstr. 11,6455089,6458914,Friedrichshagen,"rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","1. Fremdsprache Englisch, 2. Fremdsprache Französisch","berufsorientiertes Profil, Besondere Organisationsform des Dualen Lernens: Praxislerngruppen, Ganztagsschule in teilgebundener Form, mathematisch-naturwissenschaftliches Profil, Profil Informationstechnik",,N.N.,sekretariat.bos@t-online.de,http://www.wbs.schule-berlin.net,0,0,0,drei Computerräume,"Informationstechnik;,Medien- und Hardwaretechnik, Sport, Spanisch u.a.",Bölscheclub - Jugendzentrum Friedrichshagen; METEUM -Technische Kinder- und Jugendakademie des Technischen Jugendbildungsvereins in Praxis e. V. in Zusammenarbeit mit dem Bezirksamt Treptow-Köpenick und dem Freizeit- und Erholungszentrum Wuhlheide (FEZ),"Innere Differenzierung; Besondere Förderangebote: Förderunterricht in den Fächern Mathe, Englisch und Deutsch",Mittagessenversorgung,,"in Kooperation mit 09B03, 09G27, 09K01",,Betriebspraktika; Betriebserkundungen; Bewerbungstraining,2013/14
09K06,Hans-Grade-Schule (Integrierte Sekundarschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12487,Heubergerweg 37,6360961,63223629,Johannisthal,,"1. Fremdsprache Englisch, 2. Fremdsprache Französisch","Ganztagsschule in offener Form, Profil Informationstechnik, sportbetontes Profil",Offener Ganztagsbetrieb,Hr. Halbrehder,grade-oberschule@t-online.de,http://www.hans-grade-schule.de,0,0,0,,"Computer (Web- und Grafikdesign); Keramik; Sport (Ballspiele: Fußball, Volleyball etc.)",Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH; Partnerschule in Sätila bei Göteborg  (Schweden),"Äußere Differenzierung in Deutsch, Mathe, Englisch und Physik der Jahrgangsstufe 7; Besondere Förderangebote: Förderunterricht in Deutsch, Mathe und Englisch",Mittagessenversorgung,Informationstechnischer Grundkurs (ITG),"in Kooperation mit 08B02, 08B04, 09B03",,Service Learning; Betriebspraktika; Betriebserkundungen; Bewerbungstraining,2013/14
09K07,Sophie-Brahe-Schule (Gemeinschaftsschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12435,Am Plänterwald 17-23,53633950,536339519,Plänterwald,,"1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Spanisch","Ganztagsschule in gebundener Form, Pilotphase der Gemeinschaftsschule",Gebundener Ganztagsbetrieb,Hr. Wiegleb,sophie-brahe-schule@gmx.de,http://www.sophie-brahe-schule.de,0,0,0,,Schülerband; AG`s für die Grundstufe: Zeichnen; Keramik; Kreatives Gestalten; Schulgarten; Tanzen; Ringen; Turnen; Handball; Judo Fußball; Schach; Karate; Streettennis,"Kita-Kooperationen im Einzugsbereich; Pfefferwerk Stadtkultur gGmbH; Zirkus CABUWAZI (GrenzKultur gGmbH); Fortbildungsinstitut für die pädagogische Praxis FiPP e.V.; Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH; Köpenicker Sportclub e.V.; Jugendkunst- und Begegnungszentrum ""Gérard Philipe"" Treptow-Köpenick; Initiative Traditionelles Handwerk; ProAB e.V. (SchülerSchulbibliothek am Standort ""Am Plänterwald 23""); Kietz für Kids e.V.; Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH",Innere Differenzierung in den Jahrgangsstufen 7 bis 10,Mittagessenversorgung durch die Anbieter Detlef Giermann und Gastronomische Versorgungsleistung GmbH,,"in Kooperation mit 09B03, 09G01, 09G04, 09K02",,"Betriebspraktika;,Betriebserkundungen; Bewerbungstraining; Schülerfirmen; Berufswahlpass",2013/14
09K08,Schule an der Dahme (Integrierte Sekundarschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12557,Glienicker Str. 24 -30,6744572,6743639,Köpenick,,"1. Fremdsprache Englisch, 2. Fremdsprache Französisch, 2. Fremdsprache Spanisch",,Offener Ganztagsbetrieb,Hr. Vetter,dahmeschule@hotmail.com,http://www.oadd.de.vu,0,0,0,"Computerräume; Werkstätten für Holz-, Metall- und Kunststoffe; Lehrküche; Töpferwerkstatt",,"Gesellschaft für Sport und Jugendsozialarbeit (GSJ) gGmbH Berlin; Institut für Produktives Lernen in Europa (IPLE); Pfefferwerk Stadtkultur gGmbH; Evangelisches Johannesstift Schönwalder Allee; Sportjugendclub ARENA e.V. Treptow-Köpenick; Kita in der Ottomar-Geschke-Str. 81; Kita ""St. Joseph"" Alt Rudow 46; bbw Akademie für betriebswirtschaftliche Weiterbildung GmbH (Berliner Netzwerk für Ausbildung); Railion Deutschland AG; HORNBACH Baumarkt AG; A.T.U Auto-Teile-Unger Handels GmbH & Co. KG; EDEKA Zentrale AG & Co. KG; Kaiser’s Tengelmann GmbH u.v.m.","Innere Differenzierung; Besondere Förderangebote: Förderunterricht in Mathematik, Deutsch und Englisch; Hausaufgabenbetreuung",Mittagessenversorgung,Fakultativer Unterricht in Spanisch; Schwerpunkte der Schule an der Dahme liegen in den Bereichen Produktives Lernen und Bildende Kunst,"in Kooperation mit 05B02, 09B03, 09G10, 09K01",,Betriebspraktika; Betriebserkundungen; Bewerbungstraining; Produktives Lernen; Praxistag,2013/14
09K09,Grünauer Schule (Gemeinschaftsschule),Treptow-Köpenick,öffentlich,Integrierte Sekundarschule,Integrierte Sekundarschule,12527,Walchenseestr. 40,6744540,67820026,Grünau,,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Spanisch",Pilotphase der Gemeinschaftsschule,Gebundener Ganztagsbetrieb,Fr. Scholze,sekretariat@gruenauer-schule.de,http://www.gruenauer-schule.de,0,1,0,zwei Computerräume mit 20 bzw. 24 Computerarbeitsplätzen; Einsatz von Laptops; Medieninseln mit Computerarbeitsplätzen in den Klassenzimmern;,"u.a. Englisch; Arbeiten mit Wolle; Qwan-Ki-Do; Entspannung; Keyboard / Klavier in Kooperation mit Musikschule ""Tastenteufel""","Deutsche Bahn AG; Berlin-Chemie AG; Agentur für Arbeit Berlin Süd; METEUM - Technische Kinder- und Jugendakademie des Technischen Jugendbildungsvereins in Praxis e.V. (TJP e.V.) in Kooperation mit dem Bezirksamt Treptow-Köpenick; Kinder- und Jugenderholungszentrum Frauensee; ver.di Jugendbildungsstätte Konradshöhe; Christliches Jugenddorfwerk Deutschland e.V. (CJD) für berufliche Orientierung; Technische Hochschule Wildau (FH); Volkshochschule Treptow-Köpenick; Kinder- und Jugendzirkus CABUWAZI (GrenzKultur gGmbH); Musikschule Treptow-Köpenick ""Joseph-Schmidt-Musikschule""; Neue Musikschule Berlin in der Veteranenstraße 21; Sternenfischer Freiwilligenzentrum Treptow-Köpenick; Jugendwerk Aufbau Ost e.V.; Qwan Ki Do Berlin-Köpenick e.V.; Sportjugendclub ARENA;  Richtershorner Ruderverein e.V.; Freiwillige Feuerwehr Grünau; Berliner Tennis Club Wista e.V.; Polizeidirektion 6, Abschnitt 66; Kitas in der Umgebung u.v.m.",Innere Differenzierung,Mittagessenversorgung,Einrichtung der gymnasialen Oberstufe wird angestrebt.,in Kooperation mit 09K02,,Service Learning; Betriebserkundungen; Betriebspraktika; Bewerbungstraining; Assessment-Center; Schüler-Azubi-Projekte; Produktives Lernen; Praxislerngruppen; Schülerfirmen,2013/14
09P01,Freie Waldorfschule Berlin-Südost,Treptow-Köpenick,privat,Freie Waldorfschule,Freie Waldorfschule,12439,Bruno-Bürgel-Weg 9,6779800,67798011,Niederschöneweide,"Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)","Fremdsprache ab Klasse 1 Englisch, Fremdsprache ab Klasse 1 Russisch","Ganztagsschule in offener Form, genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule",Offener Ganztagsbetrieb,Fr. Daum,Post@Waldorfsuedost.de,http://www.waldorfsuedost.de,0,1,1,Schulgarten,,Partnerschule in Windhoek (Namibia),,Mittagessenversorgung,"umfangreiche Förderung in künstlerischen Fächern wie Malen, Plastizieren, Bildhauerei und Eurythmie; Instrumentalunterricht auf Schulinstrumenten; Schulchor und Schulorchester",,,,2013/14
09P05,INPA Innovative Privat-Akademie GmbH Berlin,Treptow-Köpenick,privat,Kombinierte berufliche Schule,Berufsfachschule,12435,Eichenstr. 3B,53621540,53621542,Alt-Treptow,,Englisch,"genehmigte Ersatzschule, Sozialwesen, Staatlich anerkannte Ersatzschule",,Fr. Glaser,schulen@inpa-berlin.de,http://www.inpa-berlin.de,0,0,0,,,Einrichtungen der Altenhilfe; Kitas; Schulen; Einrichtungen zur Behindertenbetreuung in ganz Berlin,,Mittagessenversorgung,Berufsfachschule für Altenpflege (3-jährig); Sozialassistent/in (2-jährig),,,,2013/14
09P06,Freie Montessori Schule (Gemeinschaftsschule),Treptow-Köpenick,privat,Integrierte Sekundarschule,Integrierte Sekundarschule,12557,Köpenzeile 125,330999001,330999002,Köpenick,,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Spanisch","Gemeinschaftsschule ohne Teilnahme an der Pilotphase, genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule",Offener Ganztagsbetrieb,Fr. Seufert,post@montessorischule-berlin.de,http://www.montessorischule-berlin.de,0,1,1,,,,,,,,,,2013/14
09P07,Evangelische Schule Köpenick (Gymnasium),Treptow-Köpenick,privat,Gymnasium,Gymnasien,12557,Grüne Trift 169,32532401,32532402,Köpenick,,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein","ab Jahrgangsstufe 5 beginnende Züge, kunstbetontes Profil, musikbetontes Profil, Staatlich anerkannte Ersatzschule",,Fr. Haack-Seelemann,mail@ev-schule-koepenick.de,http://www.ev-schule-koepenick.de,0,1,0,,,,,,,,,,2013/14
09P08,BEST-Sabel-Berufsfachschule für Design,Treptow-Köpenick,privat,Berufsfachschule,Berufsfachschule,12555,Lindenstr. 42,6566100,65661050,Köpenick,,Englisch,"genehmigte Ersatzschule, Staatlich anerkannte Ersatzschule",,Hr. Mau,design@best-sabel.de,http://www.best-sabel.de,0,0,0,Cafeteria,,"Praktikumsbetriebe aus den Bereichen Foto, Grafik & Mode; Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung)",,Mittagessenversorgung,"Berufsfachschule für Design; Fachrichtungen: Foto-, Grafik- u. Modedesign (3-jährig), Inklusive Berufspraktikum (3 Monate); Grafikdesigner: mit dem Schwerpunkt Print/Web u. OnAir/Illustration",,,,2013/14
09P09,BEST-Sabel-Oberschule,Treptow-Köpenick,privat,Kombinierte allgemein bildende Schule,Gymnasien,12555,Lindenstr. 1,280360970,280360971,Köpenick,,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch","Ganztagsschule in gebundener Form, Individualisierung des gymnasialen Bildungsganges, Lerngruppen für Lese-Rechtschreibschwierigkeiten, mathematisch-naturwissenschaftliches Profil, Staatlich anerkannte Ersatzschule, theaterbetontes Profil",,Fr. Dr. Dietrich,oberschule@best-sabel.de,http://www.best-sabel.de,0,0,0,Schulbibliothek; Computerräume; Einsatz von Whiteboards; Lehrküche; Holzwerkstatt,"Experimentieren in Chemie und Physik, div. Sport-Ags, Schulband, Chor, Roboter, Astronomie, Jugend debattiert, Theater, Latein, Italiniesch","Reiterhof ""Pferde Land"" in Münchehofe; Berufsinformationszentrum (BIZ)",Innere Differenzierung und Äußere Differenzierung in den Fremdsprachen; Besondere Förderangebote: Training für Schülerinnen und Schüler mit Lese-Rechtschreib-Schwäche,Mittagessenversorgung,"Betriebspraktikum, soziales Praktikum, 8. Jgst. Skischule, 9. Jgst. Rudern, in allen Jgst. PC- und Laptopausbildung und - anwendung","in Kooperation mit 01P14, 09P08, 09P14, 09Y06",,Betriebserkundungen; Bewerbungstraining; Betriebspraktika; Produktives Lernen; Praxislerngruppen; Schülerfirmen,2013/14
09P09,BEST-Sabel-Oberschule,Treptow-Köpenick,privat,Kombinierte allgemein bildende Schule,Integrierte Sekundarschule,12555,Lindenstr. 1,280360970,280360971,Köpenick,,"S1 Englisch/Französisch, S4 Englisch/Spanisch, 3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch","Ganztagsschule in gebundener Form, Individualisierung des gymnasialen Bildungsganges, Lerngruppen für Lese-Rechtschreibschwierigkeiten, mathematisch-naturwissenschaftliches Profil, Profil Wirtschaft-Arbeit-Technik (WAT), Staatlich anerkannte Ersatzschule",Gebundener Ganztagsbetrieb,Fr. Dr. Dietrich,oberschule@best-sabel.de,http://www.best-sabel.de,0,0,0,Schulbibliothek; Computerräume; Einsatz von Whiteboards; Lehrküche; Holzwerkstatt,"div. Sport-Ags, Experimentieren in Naturwissenschaften, Theater, Chor, Schulband, Roboter","Reiterhof ""Pferde Land"" in Münchehofe; Berufsinformationszentrum (BIZ)",Innere Differenzierung und Äußere Differenzierung in den Fremdsprachen; Besondere Förderangebote: Training für Schülerinnen und Schüler mit Lese-Rechtschreib-Schwäche,Mittagessenversorgung,"Betriebspraktika ab 7. Jgst., 8. Jgst. Skischule, 9. Jgst. Rudern, in allen Jgst. PC- und Laptopausbildung und -anwendung, FS ausschließlich auf E-Niveau, soziales Praktikum","in Kooperation mit 01P14, 09P08, 09P14, 09Y06",,Betriebserkundungen; Bewerbungstraining; Betriebspraktika; Produktives Lernen; Praxislerngruppen; Schülerfirmen,2013/14
09P10,Bewegte Schule (Grundschule),Treptow-Köpenick,privat,Grundschule,Grundschule,12555,Lindenstr. 26,65015495,65015504,Köpenick,,1. Fremdsprache Englisch,"Ganztagsschule in offener Form, genehmigte Ersatzschule",Offener Ganztagsbetrieb,Fr. Schulz,schule-berlin@msbw-online.de,http://www.bewegte-schule-berlin.de,0,0,0,Bewegungsraum; Schulbibliothek; Cafeteria; Lehrküche,Schwimmen; Holzwerkstatt; Basteln; Nähen; Kochen und Backen,,,Mittagessenversorgung,,,,,2013/14
09P11,Berufsbildungszentrum Chemie,Treptow-Köpenick,privat,Fachschule,Fachschule,12489,Adlergestell 333,6700040,6747453,Adlershof,,Englisch,"Chemie, Physik und Biologie, genehmigte Ersatzschule",,Fr. Schelhase,steinbrecher@bbz-chemie.de,http://www.bbz-chemie.de,0,0,0,,,,,,"Fachbereich Technik, Fachrichtung Chemietechnik, Schwerpunkt Labortechnik; (2-jährig)",,,,2013/14
09P12,TÜDESB Grundschule Berlin,Treptow-Köpenick,privat,Grundschule,Grundschule,12439,Adlergestell 133,41766859,41766964,Niederschöneweide,,"1. Fremdsprache Englisch, 1. Fremdsprache Französisch","Ganztagsschule in gebundener Form, genehmigte Ersatzschule",Gebundener Ganztagsbetrieb,Hr. Hampel,grundschule@tuedesb.de,,0,0,0,,,,,,,,,,2013/14
09P13,Evangelische Grundschule Friedrichshagen,Treptow-Köpenick,privat,Grundschule,Grundschule,12587,Peter-Hille-Str. 036,67122512,67122513,Friedrichshagen,,"1. Fremdsprache Englisch, 1. Fremdsprache Französisch","Ganztagsschule in offener Form, genehmigte Ersatzschule",Offener Ganztagsbetrieb,Hr. Weichert,buero@ev-schule-friedrichshagen.de,http://www.ev-schule-friedrichshagen.de,0,0,0,,,Schulstiftung der Evangelischen Kirche Berlin-Brandenburg-schlesische Oberlausitz (EKBO),,Mittagessenversorgung durch den Anbieter 3 Köche,,,,,2013/14
