BSN	Schulname	Region	Schultraeger	Schulart	Schulzweig	PLZ	Strasse	Telefon	Fax	ORTSTEIL	Bauten	Fremdsprachen	spez_Angebote	Schulleitung	eMail	Internet	Ganztagsbetrieb	ZweiterBildungsweg	Grundschulteil	GymnasialeOberstufe	DualesLernen	BemerkungenSchulzweig		Leistungskurse	Schuljahr
11P14	Schulen der BAWI GmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Fachschule	10369	Franz-Jacob-Str. 2	27593888	27593889	Fennpfuhl			genehmigte Ersatzschule, Sozialwesen, Staatlich anerkannte Ersatzschule, Wirtschaft und Verwaltung	Dr. Balci, Fr. Prof. Dr. Schießl	berlin@bawi-bernau.de	http://www.bawi-bernau.de	 	0	0	0	 	für Sozialpädagogik; für Technik und Betriebswirtschaft - Bildungsgang: staatl. Geprüfte/r Betriebswirt/in - Wirtschaftsinformatik			2014/15  
11P15	Donner+Kern gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Berufsfachschule	10367	Möllendorffstr. 48	27591090	27591120	Fennpfuhl			genehmigte Ersatzschule, Sozialwesen, Staatlich anerkannte Ersatzschule	Hr. Heyne	gs.b@donner-partner.de	http://www.donner-partner.de	 	0	0	0		für Sozialwesen, Bildungsgang: Sozialassistent/Sozialassistentin			2014/15  
11P15	Donner+Kern gGmbH	Lichtenberg	privat	Kombinierte berufliche Schule	Fachschule	10367	Möllendorffstr. 48	27591090	27591120	Fennpfuhl			genehmigte Ersatzschule	Hr. Heyne	gs.b@donner-partner.de	http://www.donner-partner.de	 	0	0	0	 	für Sozialpädagogik in Vollzeitausbildung, Schulbetrieb ab 01.02.2014			2014/15  
11P17	Pädalogik GmbH Fachschule für Sozialpädagogik	Lichtenberg	privat	Fachschule	Fachschule	10369	Rudolf-Seiffert-Str. 50A	347476 170	347476193	Fennpfuhl			genehmigte Ersatzschule, Sozialwesen, Staatlich anerkannte Ersatzschule	Fr. Krage	schulleitung@paedalogik.de	http://www.paedalogik.de	 	0	0	0	 	für Sozialpädagogik in Vollzeit- und Teilzeitform			2014/15  
11S02	Schule am Fennpfuhl	Lichtenberg	öffentlich	Förderschwerp. "Lernen"	Förderschwerp."Lernen"	10369	Alfred-Jung-Str. 19	9720416	97104980	Fennpfuhl	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Schulstation, Ganztagsschule in offener Form, Schulen mit sonderpäd. Förderschwerpunkt	Hr. Eisenreich	Schule-am-Fennpfuhl@t-online.de		 	0	0	0	Schülerfirmen in den Bereichen Holzverarbeitung, Textilien,  Multimedia und Gartenbau				2014/15  
11S04	Paul-und-Charlotte-Kniese-Schule	Lichtenberg	öffentlich	Übrige Förderschwerpunkte	Übrige Förderschwerpunkte	10319	Erich-Kurz-Str. 6 -10	51659714	51659716	Friedrichsfelde	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in gebundener Form, Schulen mit sonderpäd. Förderschwerpunkt, Rahmenlehrplan der Grundschule, Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich	Fr. Danicke	sekretariat@kniese-schule-berlin.de	http://www.kniese-schule-berlin.de	 	0	0	0		Kooperative Schule (11G15); ambulante Dienste, Klassen für geistigbehinderte Sehgeschädigte			2014/15  
11S04	Paul-und-Charlotte-Kniese-Schule	Lichtenberg	öffentlich	Übrige Förderschwerpunkte	Integrierte Sekundarschule	10319	Erich-Kurz-Str. 6 -10	51659714	51659716	Friedrichsfelde	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)			Fr. Danicke	sekretariat@kniese-schule-berlin.de	http://www.kniese-schule-berlin.de	 	0	0	0	 	3 Klassen der Jahrgangsstufe 7 (ISS)			2014/15  
11S05	Schule am grünen Grund	Lichtenberg	öffentlich	Übrige Förderschwerpunkte	Übrige Förderschwerpunkte	10365	Herzbergstr. 79	5436709	54801474	Lichtenberg		1. Fremdsprache Englisch, 1. Fremdsprache Französisch	jahrgangsübergreifende Lerngruppen 3-4, 5-6, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulen mit sonderpäd. Förderschwerpunkt, Rahmenlehrplan der Grundschule, Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich	Fr. Ulbrich	schule-am-gruenen-grund@t-online.de	http://home.t-online.de/home/schule-am-gruenen-grund.cids/	 	0	0	0	Betriebspraktika; Bewerbungstraining	Förderschwerpunkt:" emotionale u. soziale Entwicklung" / Sonderpädagogische Förderung von Kindern und Jugendlichen mit psychischen Erkrankungen in geringfrequentierten sozialen Lerngruppen im Rahmen der psychosozialen Nachsorge/ Schule für Kranke; Krankenhausunterricht und Beschulung im Rahmen der psychosozialen Nachsorge			2014/15  
11S06	Selma-Lagerlöf-Schule	Lichtenberg	öffentlich	Übrige Förderschwerpunkte	Übrige Förderschwerpunkte	10367	Bernhard-Bästlein-Str. 56	9721409	97104940	Fennpfuhl	rollstuhlgerechtes WC	1. Fremdsprache Englisch	Ganztagsschule in offener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulen mit sonderpäd. Förderschwerpunkt, Beratungsstelle für Sprachbehinderte, Rahmenlehrplan der Grundschule	Fr. Parpat	Sprachheilschule.Lichtenberg@t-online.de		 	0	0	0		Sonderpädagogischer Förderschwerpunkt "Sprache"			2014/15  
11S07	Carl-von-Linné-Schule	Lichtenberg	öffentlich	Förderschwerp. einschl. beruflichem Teil	Übrige Förderschwerpunkte	10367	Paul-Junius-Str. 15	5050960	50509678	Lichtenberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	1. Fremdsprache Englisch, 2. Fremdsprache Französisch	Ganztagsschule in gebundener Form, Schulanfangsphase mit jahrgangsübergreifenden Lerngruppen, Schulanfangsphase mit jahrgangsbezogenen Lerngruppen, Schulen mit sonderpäd. Förderschwerpunkt, Rahmenlehrplan der Grundschule, Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich, Rahmenlehrplan für Sekundarstufe I oder/und II	Fr. Kast-Rützel	info@carl-von-linne-schule.de	http://www.linne-schule.cidsnet.de	 	0	0	0		Beschulung autistischer Kinder, Ambulante u. Integrative Betreuungan allgemeinb. Schulen, Hausunterricht f. längerfristig nicht schulfähige Kinder, EU-Projekt "Sokrates", Modellprojekt Kubim			2014/15  
11S07	Carl-von-Linné-Schule	Lichtenberg	öffentlich	Förderschwerp. einschl. beruflichem Teil	Berufsschule mit sonderpäd. Aufgaben	10367	Paul-Junius-Str. 15	5050960	50509678	Lichtenberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)		Agrarwirtschaft, Ernährung und Hauswirtschaft, Erwerb der Berufsbildungsreife möglich, Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich, Rahmenlehrplan für Sekundarstufe I oder/und II	Fr. Kast-Rützel	info@carl-von-linne-schule.de	http://www.linne-schule.cidsnet.de	Gebundener Ganztagsbetrieb	0	0	0		Berufsschule mit sonderpädagogischer Aufgabe, BB-10-Lehrgang 			2014/15  
11S08	Schule Am Breiten Luch	Lichtenberg	öffentlich	Förderschwerp. "Lernen"	Grundschule	13053	Am Breiten Luch 19	9295080	96209845	Neu-Hohenschönhausen				Fr. Adling	schuleambreitenluch@t-online.de	http://www.schule-am-breiten-luch.de.vu	 	0	0	0	 	 			2014/15  
11S08	Schule Am Breiten Luch	Lichtenberg	öffentlich	Förderschwerp. "Lernen"	Förderschwerp."Lernen"	13053	Am Breiten Luch 19	9295080	96209845	Neu-Hohenschönhausen		1. Fremdsprache Englisch	berufsorientiertes Profil, Schulstation, Ganztagsschule in offener Form, Lerngruppen für Neuzugänge ohne Deutschkenntnisse, Schulen mit sonderpäd. Förderschwerpunkt, Erwerb der Berufsbildungsreife möglich	Fr. Adling	schuleambreitenluch@t-online.de	http://www.schule-am-breiten-luch.de.vu	 	0	0	0	Schülerfirmen in den Bereichen Catering / Cafeteria; Holzverarbeitung / Tischlerarbeiten; Waschen & Bügeln;  Malerarbeiten; Garten- & Landschaftspflege				2014/15  
11S12	Nils-Holgersson-Schule	Lichtenberg	öffentlich	Förderschwerp. "Geistige Entwicklung"	Förderschwerp."Geistige Entwicklung"	10369	Otto-Marquardt-Str. 12-14	5139676	50018292	Fennpfuhl	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)		Ganztagsschule in gebundener Form, Schulen mit sonderpäd. Förderschwerpunkt	Fr. Lettau	mail@nils-holgersson-schule.berlin.de		 	0	0	0		vielfältiger Förder- und Kursunterricht, Teilnahme am ETEP-Projekt, Förderung autistischer Kinder, Förderung von Kindern mit schwerer und mehrfacher Behinderung, 2-jährige berufsqualifizierende Lehrgänge			2014/15  
11Y02	Johann-Gottfried-Herder-Gymnasium	Lichtenberg	öffentlich	Gymnasium	Gymnasien	10369	Franz-Jacob-Str. 8	97609567	97609569	Fennpfuhl		3. Fremdsprache Französisch, 3. Fremdsprache Spanisch, 4. Fremdsprache Latein, S1 Englisch/Französisch, S3 Englisch/Russisch, S4 Englisch/Spanisch	sprachbetontes Profil, Ganztagsschule in offener Form, ab Jahrgangsstufe 5 beginnende Züge, bilinguale Angebote Deutsch/Englisch	Hr. Wagner	jgherder.sek@versanet.de	http://www.jgherder.de	Offener Ganztagsbetrieb	0	1	0	Betriebspraktikum in Jahrgangsstufe 9	Aufnahme zur 5. und 7. Klasse; Fremdsprachenprofil (Englisch, Französisch, Spanisch, Russisch); bilingualer Sachfachunterricht in englischer Sprache im grundständigen Zweig; bilinguales Abitur; Ab 01.08.2013 bietet die Johann-Gottfried-Herder-Oberschule offenen Ganztagsbetrieb an.		Biologie, Chemie, Deutsch, Englisch, Französisch, Geschichte, Mathematik, Physik	2014/15  
11Y05	Hans-und-Hilde-Coppi-Oberschule	Lichtenberg	öffentlich	Gymnasium	Gymnasien	10318	Römerweg 30-32	5098116	50158007	Karlshorst		3. Fremdsprache Latein, 4. Fremdsprache Spanisch, S1 Englisch/Französisch	musikbetontes Profil, bilinguale Angebote Deutsch/Englisch, bilinguale Angebote Deutsch/Französisch	komm. Hr. Gosse	sekretariat@coppi-gym.de	http://www.coppi-gym.de	 	0	0	0		Järhliche Einrichtung eines musikbetonten Zuges		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Mathematik, Musik, Physik	2014/15  
11Y09	Barnim-Gymnasium	Lichtenberg	öffentlich	Gymnasium	Gymnasien	13057	Ahrensfelder Chaussee 41	9366690	93666926	Falkenberg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	3. Fremdsprache Französisch, 3. Fremdsprache Latein, 3. Fremdsprache Spanisch, S1 Englisch/Französisch, S2 Englisch/Latein	ab Jahrgangsstufe 5 beginnende Züge, Ganztagsschule in offener Form, mathematisch-naturwissenschaftliches Profil, musikbetontes Profil, Schulstation, sportbetontes Profil, theaterbetontes Profil	Hr. Schmidt-Ihnen	barnim-gym@t-online.de	http://www.barnim-gym.de	Offener Ganztagsbetrieb	0	1	0	Betriebspraktika; Bewerbungstraining; Assessment-Center	MINT Exellence-Center , Teilnahme am Modellversuch Hochbegabtenförderung; Frühjahr-, Sommer- und Herbstcamps		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Latein, Mathematik, Musik, Physik, Politische Weltkunde	2014/15  
11Y10	Manfred-von-Ardenne-Schule (Gymnasium)	Lichtenberg	öffentlich	Gymnasium	Gymnasien	13055	Werneuchener Str. 27 -28	9865002	9827769	Alt-Hohenschönhausen		3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein		Fr. Sardisong	mva-schule@gmx.de	http://www.ardenne-schule.de/	 	0	0	0		Titel "Schule ohne Rassismus - Schule mit Courage"			2014/15  
11Y11	Immanuel-Kant-Gymnasium	Lichtenberg	öffentlich	Gymnasium	Gymnasien	10317	Lückstr. 63	5139748	51098927	Rummelsburg	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechtes WC	3. Fremdsprache Latein, S1 Englisch/Französisch, S2 Englisch/Latein	mathematisch-naturwissenschaftliches Profil, ab Jahrgangsstufe 5 beginnende Züge	Hr. Knop	Immanuel-Kant-Oberschule@t-online.de	http://kant.be.schule.de	 	0	1	0		Schule besonderer pädagogischer Prägung mit mathematisch-naturwissenschaftlicher Profilklasse und Regelklassen; Titel "Schule ohne Rassismus - Schule mit Courage"		Bildende Kunst/Kunst, Biologie, Chemie, Deutsch, Englisch, Erdkunde, Französisch, Geschichte, Informatik/Informationsverarbeitung, Latein, Mathematik, Physik	2014/15  
12A01	1. Schulpraktisches Seminar (S) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575969	498575968	Reinickendorf				N.N.	1.sps-reinickendorf@gmx.de		 	0	0	0					2014/15  
12A02	2. Schulpraktisches Seminar (L) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575960	498575963	Reinickendorf				N.N.	2.sps-reinickendorf@gmx.net	http://www.nord-sem.de	 	0	0	0					2014/15  
12A05	5. Schulpraktisches Seminar (L) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575960	498575963	Reinickendorf				Hr. Hochschild	5.sps-reinickendorf@gmx.de		 	0	0	0					2014/15  
12A06	6. Schulpraktisches Seminar (S) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575969	498575968	Reinickendorf				Hr. Ziegenhagen	7.sps-reinickendorf@gmx.de		 	0	0	0					2014/15  
12A07	4. Schulpraktisches Seminar (L) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575960	498575963	Reinickendorf				Fr. Glowinski	4.sps-reinickendorf@gmx.de		 	0	0	0					2014/15  
12A08	3. Schulpraktisches Seminar (S) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575969	498575968	Reinickendorf				Hr. Glesczinsky	3.sps-reinickendorf@gmx.de		 	0	0	0					2014/15  
12A09	7. Schulpraktisches Seminar (S) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575969	498575968	Reinickendorf				Hr. Ziegenhagen	7.sps-reinickendorf@gmx.de	 	 	0	0	0	 	 			2014/15  
12A10	8. Schulpraktisches Seminar (S) Reinickendorf	Reinickendorf	öffentlich	Schulpraktisches Seminar	Schulpraktisches Seminar	13407	Lindauer Allee 23-25	498575969	498575968	Reinickendorf				N.N.			 	0	0	0	 	 			2014/15  
12B01	Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufsschule	13409	Kühleweinstr. 5	4979060	49790611	Reinickendorf	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Metalltechnik	Hr. Kruse	mail@gs-schule.de	http://www.gs-schule.de	 	0	0	0		Duale Ausbildung von Industrie-, Zerspannungs- u. Fertigungsmechanikern/innen sowie Werkzeugmechaniker/innen			2014/15  
12B01	Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufsfachschule	13409	Kühleweinstr. 5	4979060	49790611	Reinickendorf	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Doppelqualifizierende Bildungsgänge (Berufsabschluss u. Fachhochschulreife bzw. Hochschulreife), Erwerb des mittleren Schulabschlusses/der erweiterten Berufsbildungsreife möglich, Lehrgänge zum Erwerb der allgemeinen Hochschulreife, Metalltechnik	Hr. Kruse	mail@gs-schule.de	http://www.gs-schule.de	 	0	0	0		'3-jährige OBF Assisistent(in) f. Mechatronische Systeme, 1- u. 3-jährige Berufsfachschule, 2-jährige Berufsfachschule mit
integrierter Berufsausbildung '			2014/15  
12B01	Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Fachoberschule	13409	Kühleweinstr. 5	4979060	49790611	Reinickendorf	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Metalltechnik, Abendlehrgänge zum Erwerb der fachgebundenen Hochschulreife	Hr. Kruse	mail@gs-schule.de	http://www.gs-schule.de	 	1	0	0		für Technik			2014/15  
12B01	Georg-Schlesinger-Schule (OSZ Maschinen- und Fertigungstechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufsoberschule	13409	Kühleweinstr. 5	4979060	49790611	Reinickendorf	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Metalltechnik	Hr. Kruse	mail@gs-schule.de	http://www.gs-schule.de	 	0	0	0					2014/15  
12B02	Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufsschule	13437	Cyclopstr. 1-5	4147210-11	41472193	Wittenau	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Ernährung und Hauswirtschaft	Fr. Rolla-Eilers	Schulleitung@emilfischerschule.de	http://www.emilfischerschule.de	 	0	0	0		Sek.: 4147210-16, OB im dualen System für alle Berufe des Nahrungsgewerbes, Bildungsgänge zum Erwerb weiterführender Schulabschlüsse und zur Berufsvorbereitung (BQL, BV, MDQM 1 usw.) /Berufsausbildung im dualen System zum Bäcker/in; Konditor/in; Fleischer/in; Fachverkäufer/in im Nahrungsgewerbe Bäckerei, Konditorei, Fleischerei; Maschinen- und Anlagenführer; Fachkraft für Lebensmitteltechnik; Brauer und Mälzer; Brenner; Hauswirtschafter/in; Teilnahme am EU-Programm Leonardo da Vinci (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung)			2014/15  
12B02	Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufsfachschule	13437	Cyclopstr. 1-5	4147210-11	41472193	Wittenau	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Ernährung und Hauswirtschaft	Fr. Rolla-Eilers	Schulleitung@emilfischerschule.de	http://www.emilfischerschule.de	 	0	0	0		Sekr. 4147210-10, für Chemisch-Technischen Assistenten (2-jährig); Lebensmitteltechnischen Assistenten (2-jährig); für Hauswirtschaftsassistenten (2-jährig); für Diätassistenten; 1-jährige OBF zum Erwerb weiterführender Abschlüsse			2014/15  
12B02	Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Fachoberschule	13437	Cyclopstr. 1-5	4147210-11	41472193	Wittenau	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Ernährung und Hauswirtschaft	Fr. Rolla-Eilers	Schulleitung@emilfischerschule.de	http://www.emilfischerschule.de	 	0	0	0		Sekr.: 4147210-91, 1-jährige FOS mit den Voraussetzungen MSA und abgeschlossene Berufsausbildung; 2-jährige FOS für Schüler/innen ohne Berufsausbildung zum Erwerb der Fachhochschulreife			2014/15  
12B02	Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Fachschule	13437	Cyclopstr. 1-5	4147210-11	41472193	Wittenau	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch	Ernährung und Hauswirtschaft	Fr. Rolla-Eilers	Schulleitung@emilfischerschule.de	http://www.emilfischerschule.de	 	1	0	0		Sekr.: 4147210-10, 2-jährige berufliche Weiterbildung, Voraussetzungen: einschlägige Berufsausbildung und 1 Jahr Erfahrung im Beruf; für Lebensmitteltechnik (Bäckereitechnik; Fleischereitechnik; Technologie der Feinkost und Fertiggerichte; Technologie der Lebensmittelverpackung);			2014/15  
12B02	Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufliches Gymnasium	13437	Cyclopstr. 1-5	4147210-11	41472193	Wittenau	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	S1 Englisch/Französisch	Ernährung und Hauswirtschaft	Fr. Rolla-Eilers	Schulleitung@emilfischerschule.de	http://www.emilfischerschule.de	 	0	0	0		Sekr.: 4147210-91, Projekte in allen Jahrgangsstufen, Teilnahme bei Jugend forscht		Biotechnologie, Ernährungs-/Lebensmittelwissenschaft, Gestaltungs- und Medientechnik	2014/15  
12B02	Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik)	Reinickendorf	öffentlich	Oberstufenzentrum	Berufsoberschule	13437	Cyclopstr. 1-5	4147210-11	41472193	Wittenau	Parkplatz für Schwerbehinderte vorhanden, rollstuhlgerechter Aufzug, rollstuhlgerechtes WC, zugänglich für Rollstuhlbenutzer (ebenerdig oder mit Rampe)	Englisch, Französisch	Ernährung und Hauswirtschaft, Lehrgänge zum Erwerb der allgemeinen Hochschulreife, Abendlehrgänge zum Erwerb der fachgebundenen Hochschulreife	Fr. Rolla-Eilers	Schulleitung@emilfischerschule.de	http://www.emilfischerschule.de	 	1	0	0		Sekr.: 4147210-91			2014/15  
